id,idade,genero,estado_civil,portador_necessidades_especiais,possui_crianca_menor_que4anos,grau_escolaridade,area_formacao,treinamento_ultimo_ano,cargo,nivel_cargo,anos_empresa,anos_cargo_atual,tipo_projeto,horario_flexivel,viagem_negocios,oportunidade_usar_plenamente_habilidades_trabalho,departamento,anos_atual_gestor,salario,percepcao_valor_beneficios,anos_desde_ultima_promocao,recebeu_participacao_lucros_resultados_ultimos3anos,distancia_casa,tipo_transporte,modalidade_trabalho,satisfacao_gestor,satisfacao_relacionamento_colegas,satisfacao_trabalho,nivel_envolvimento_trabalho,avaliacao_desempenho,absenteismo,hora_extra,equilibrio_entre_vida_profissional_pessoal,demitido,demanda_oferta_vagas_mercado_para_cargo,diferenca_salarial_com_mercado_para_mesmo_cargo_nivel_experiencia,demissao_antes_atingir_break_even_acumulado
d0324ca5-cef0-4e96-8706-f253d14dd327,37,Masculino,Divorciado,Nao,Nao,4,Marketing,2,SDR (Sales Development Representative),1,9,8,Outros,Nao,Frequentemente_Viaja,4,Vendas,8,3351.6,1,5,Nao,4,Outro,Presencial,4,3,4,3,3,2,Nao,3,Nao,2,351.5999999999999,Nao
d9e98f1d-816b-473a-90ce-d7c316dfc0a3,49,Feminino,Casado,Nao,Nao,4,Ciencia da Computacao,3,Analista de QA,1,9,6,Inovacao,Nao,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),4,3853.2,3,1,Nao,25,Carro Proprio,Remoto,1,4,1,3,3,3,Nao,2,Nao,3,653.1999999999998,Nao
d605e1ca-1efb-43fa-a817-c36aa380e6b9,55,Masculino,Solteiro,Nao,Nao,1,Bioinformatica,3,Gerente de Projetos,4,9,7,Sustentacao,Nao,Nao_Viaja,1,Pesquisa e Desenvolvimento (P&D),2,16756.0,4,6,Nao,2,Carro Proprio,Presencial,1,2,1,2,3,0,Nao,4,Nao,2,1756.0,Nao
b6c91c1e-633a-4cde-8f30-587c350ecdad,30,Feminino,Casado,Nao,Nao,4,Bioinformatica,2,Gerente de Projetos,3,9,1,Inovacao,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),8,11916.0,2,0,Nao,17,Outro,Remoto,2,4,1,3,4,0,Sim,3,Nao,2,-84.0,Nao
464a9a46-affe-468e-8b5d-796dd436de10,28,Feminino,Casado,Nao,Nao,3,Ciencia da Computacao,6,Analista de QA,2,9,8,Inovacao,Sim,Nao_Viaja,4,Pesquisa e Desenvolvimento (P&D),5,8008.8,4,7,Nao,1,Transporte publico,Remoto,4,1,4,1,3,0,Nao,3,Sim,3,3008.8,Nao
6866d0dd-7af6-467f-9f53-d44e81e4ad83,52,Masculino,Casado,Nao,Nao,2,Ciencia da Computacao,2,Gerente de Projetos,4,9,8,Inovacao,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,17099.0,3,7,Nao,1,Outro,Remoto,3,2,4,3,3,2,Nao,2,Nao,2,2099.0,Nao
fab90b39-2417-4ca9-acf6-c98995219785,27,Masculino,Solteiro,Nao,Nao,3,Ciencia da Computacao,0,Executivo(a) de Contas,3,9,8,Outros,Sim,Frequentemente_Viaja,2,Vendas,7,8726.0,1,1,Nao,8,Outro,Presencial,2,4,3,3,3,0,Nao,3,Nao,2,726.0,Nao
3c5025dc-3744-4367-aa78-1a3f81015405,45,Feminino,Casado,Nao,Nao,2,Ciencia da Computacao,4,Gerente de Projetos,4,9,3,Sustentacao,Sim,Raramente_Viaja,3,Vendas,1,17650.0,2,1,Nao,11,Outro,Remoto,3,2,4,3,3,0,Nao,4,Nao,2,2650.0,Nao
3197e8bd-310d-40b1-a66b-3641e13e24be,39,Masculino,Casado,Nao,Nao,3,Ciencia da Computacao,2,Analista de QA,2,9,8,Sustentacao,Sim,Nao_Viaja,4,Pesquisa e Desenvolvimento (P&D),8,7766.4,4,5,Nao,1,Carro Proprio,Remoto,4,4,4,3,3,0,Sim,3,Nao,3,2766.3999999999996,Nao
3dc06e51-d058-40c9-83c0-9ab5d5d0b45d,30,Feminino,Solteiro,Nao,Nao,4,Curso Tecnico,2,Engenheiro(a) de Machine Learning,1,9,7,Sustentacao,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,6458.4,1,0,Nao,2,Carro Proprio,Remoto,2,4,1,2,3,0,Nao,3,Nao,4,1458.3999999999996,Nao
65364578-9d55-4e6b-b17b-90ce5c4761f4,36,Feminino,Casado,Nao,Nao,4,Ciencia da Computacao,3,Analista de QA,2,9,8,Inovacao,Sim,Nao_Viaja,1,Pesquisa e Desenvolvimento (P&D),8,6808.8,2,0,Nao,24,Transporte publico,Remoto,2,3,2,3,3,0,Nao,3,Nao,3,1808.8000000000002,Nao
e6fce245-375a-44f7-bb88-33a7cfef231d,42,Masculino,Casado,Nao,Nao,4,Marketing,2,Executivo(a) de Contas,2,9,7,Outros,Sim,Raramente_Viaja,1,Vendas,2,6825.0,2,4,Nao,8,Outro,Presencial,2,4,2,3,3,0,Nao,3,Nao,2,1625.0,Nao
b0964946-a419-4d67-858e-c94fb4567b0a,33,Masculino,Divorciado,Nao,Nao,3,Curso Tecnico,2,Engenheiro(a) de Machine Learning,2,9,8,Sustentacao,Sim,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,3971.5,4,1,Nao,4,Transporte publico,Remoto,3,4,2,3,3,0,Nao,2,Sim,4,-5028.5,Nao
3161b137-ea8a-44bb-b742-7bfb0fad0596,43,Masculino,Solteiro,Nao,Nao,3,Ciencia da Computacao,5,Analista de RH,1,9,7,Outros,Sim,Raramente_Viaja,3,Recursos Humanos,8,3539.0,1,1,Nao,2,Carro Proprio,Presencial,3,2,4,3,3,4,Nao,3,Sim,1,1039.0,Nao
0dae8609-c261-4611-becc-16107a4d7ec6,38,Masculino,Solteiro,Nao,Nao,3,Ciencia da Computacao,2,Diretor(a) de Operacoes,3,9,7,Sustentacao,Nao,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),8,14289.0,1,1,Nao,23,Outro,Presencial,4,2,3,2,4,0,Nao,3,Sim,3,-1711.0,Nao
6766d37e-136f-4030-9ac8-f161f6e4348a,43,Feminino,Divorciado,Sim,Nao,4,Ciencia da Computacao,3,Analista de QA,2,9,7,Sustentacao,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,6308.4,2,0,Nao,10,Outro,Remoto,4,2,3,2,3,0,Nao,4,Nao,3,1308.3999999999996,Nao
1b379e79-8d70-4d22-b6c1-6929ca6b822c,45,Masculino,Casado,Nao,Nao,2,Ciencia da Computacao,5,Analista de QA,2,9,7,Inovacao,Sim,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,5336.4,4,0,Nao,4,Carro Proprio,Remoto,2,2,2,3,3,0,Nao,2,Nao,3,336.39999999999964,Nao
a91dd365-6a72-4fe6-b95b-9a3d1c821cd1,35,Masculino,Casado,Nao,Nao,5,Ciencia da Computacao,3,Executivo(a) de Contas,3,9,8,Outros,Nao,Frequentemente_Viaja,2,Vendas,8,9069.0,4,1,Nao,18,Transporte publico,Presencial,1,4,1,3,4,0,Nao,2,Nao,2,1069.0,Nao
4560d54f-7fc9-491c-84eb-ead4e9cf624e,55,Masculino,Solteiro,Nao,Nao,1,Bioinformatica,3,Executivo(a) de Contas,2,9,7,Outros,Nao,Raramente_Viaja,3,Vendas,3,5160.0,3,7,Nao,2,Outro,Presencial,3,3,4,3,3,0,Nao,2,Nao,2,-40.0,Nao
29f55e9a-3aa8-475f-8b42-572db26116bb,49,Feminino,Casado,Nao,Nao,3,Marketing,3,Executivo(a) de Contas,3,9,8,Inovacao,Nao,Raramente_Viaja,3,Vendas,7,7654.0,3,7,Nao,11,Outro,Remoto,3,1,4,3,3,2,Nao,4,Nao,2,-346.0,Nao
3a32755f-83e4-478a-8c19-4dbeac3837ae,34,Masculino,Solteiro,Nao,Nao,4,Marketing,2,Executivo(a) de Contas,2,9,5,Inovacao,Nao,Nao_Viaja,3,Vendas,7,4568.0,1,8,Nao,23,Transporte publico,Remoto,4,3,3,3,4,2,Nao,3,Nao,2,-632.0,Nao
43f73e0b-675f-4eff-9cfa-05e84967c250,46,Masculino,Solteiro,Nao,Nao,4,Marketing,4,Executivo(a) de Contas,2,9,6,Inovacao,Nao,Frequentemente_Viaja,3,Vendas,8,5772.0,4,0,Nao,5,Carro Proprio,Remoto,4,3,4,3,4,1,Sim,3,Nao,2,572.0,Nao
621c7c79-aff3-4d29-a368-8b7cb92a2c68,39,Feminino,Solteiro,Nao,Nao,3,Bioinformatica,2,Diretor(a) de Operacoes,2,9,2,Outros,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),8,9075.6,4,3,Nao,4,Transporte publico,Presencial,3,4,3,3,3,0,Nao,1,Sim,3,-3924.3999999999996,Nao
3a8d2920-7a4f-49db-90ed-fb4143bdafb0,31,Masculino,Casado,Nao,Nao,3,Bioinformatica,2,Arquiteto(a) de Solucoes,2,9,0,Inovacao,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,7061.23,1,7,Nao,23,Transporte publico,Remoto,3,2,4,2,4,0,Nao,3,Sim,4,-1938.7700000000004,Nao
8e4c7426-2ca4-4ae8-aeea-51a6f49bad3f,27,Masculino,Divorciado,Nao,Nao,1,Curso Tecnico,3,Diretor(a) de Tecnologia,3,9,8,Outros,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),8,16650.4,2,0,Nao,5,Carro Proprio,Remoto,4,2,4,2,3,0,Sim,3,Nao,3,1650.4000000000015,Nao
823371be-28c0-4c7a-96bb-8a319e55d91a,33,Masculino,Divorciado,Nao,Nao,3,Bioinformatica,5,Executivo(a) de Contas,2,9,8,Outros,Sim,Raramente_Viaja,2,Vendas,8,4037.0,2,0,Nao,1,Transporte publico,Remoto,2,1,1,4,4,0,Nao,3,Nao,2,-1163.0,Nao
55c480ae-2ce2-4410-9740-bd0b30ba2085,46,Feminino,Casado,Nao,Nao,2,Bioinformatica,2,Arquiteto(a) de Solucoes,2,9,7,Sustentacao,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,11291.39,3,3,Nao,21,Carro Proprio,Remoto,2,4,2,3,4,0,Nao,4,Nao,4,2291.3899999999994,Nao
d0e8f60a-5adc-4946-a5d6-272ea13e43df,38,Masculino,Casado,Nao,Nao,3,Ciencia da Computacao,3,Executivo(a) de Contas,2,9,8,Outros,Sim,Raramente_Viaja,2,Vendas,7,9924.0,3,7,Nao,14,Transporte publico,Presencial,2,4,2,3,3,0,Nao,3,Sim,2,4724.0,Nao
113a9f79-a749-48a8-8d75-54ccc1d9b804,49,Masculino,Casado,Nao,Nao,4,Curso Tecnico,3,Executivo(a) de Contas,4,9,8,Outros,Sim,Raramente_Viaja,2,Vendas,3,13120.0,2,2,Nao,8,Transporte publico,Presencial,1,2,2,2,3,0,Nao,3,Nao,2,1120.0,Nao
a818dbfb-9c23-476f-aabc-2a532857f5a8,34,Masculino,Divorciado,Nao,Nao,4,Ciencia da Computacao,3,Diretor(a) de Operacoes,2,9,7,Outros,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),2,8503.2,3,7,Nao,10,Outro,Presencial,4,1,4,4,3,2,Nao,3,Nao,3,-4496.799999999999,Nao
c713c66a-b2ce-4f0f-9b00-8552805e0642,29,Feminino,Solteiro,Nao,Nao,2,Ciencia da Computacao,3,Analista de QA,2,9,5,Sustentacao,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,5031.6,3,0,Nao,15,Carro Proprio,Remoto,3,4,3,2,3,0,Sim,3,Nao,3,31.600000000000364,Nao
4ed6a07a-3e4b-4f98-bc24-6ae0f65c5136,30,Feminino,Casado,Nao,Nao,3,Curso Tecnico,6,Analista de QA,2,9,2,Sustentacao,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,5552.4,4,6,Nao,6,Carro Proprio,Remoto,4,1,4,2,3,2,Nao,3,Sim,3,552.3999999999996,Nao
8a571f6c-5c16-486b-9ec5-62642c999d1f,37,Masculino,Divorciado,Nao,Nao,4,Bioinformatica,6,Executivo(a) de Contas,3,9,5,Outros,Nao,Nao_Viaja,3,Vendas,7,8834.0,2,7,Nao,9,Carro Proprio,Presencial,1,4,2,3,3,1,Nao,3,Nao,2,834.0,Nao
f1f84e34-672e-47da-8b41-13951656f207,33,Masculino,Divorciado,Nao,Nao,5,Marketing,3,Executivo(a) de Contas,3,9,8,Inovacao,Nao,Raramente_Viaja,2,Vendas,8,8380.0,1,0,Nao,10,Transporte publico,Remoto,4,4,3,4,3,3,Sim,3,Nao,2,380.0,Nao
1f2b2c5c-df74-4ee2-9932-167fe378793a,46,Masculino,Divorciado,Nao,Nao,2,Ciencia da Computacao,4,Diretor(a) de Operacoes,3,9,8,Outros,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,12867.0,4,4,Nao,2,Carro Proprio,Presencial,4,3,4,3,3,0,Nao,2,Nao,3,-3133.0,Nao
04a10401-7553-4727-9454-377d43e2a588,48,Feminino,Casado,Nao,Nao,2,Bioinformatica,3,SDR (Sales Development Representative),1,9,7,Inovacao,Nao,Frequentemente_Viaja,2,Vendas,7,3186.0,3,7,Nao,7,Carro Proprio,Remoto,4,3,3,3,3,0,Sim,3,Nao,2,186.0,Nao
f056f29e-0fe6-492f-99ab-f778875ea08a,27,Feminino,Casado,Nao,Nao,1,Bioinformatica,5,SDR (Sales Development Representative),2,9,8,Outros,Sim,Raramente_Viaja,3,Vendas,8,4248.0,4,5,Nao,23,Outro,Presencial,4,4,3,2,4,1,Nao,3,Nao,2,-752.0,Nao
b91b77e1-cb64-4649-b4a9-7e92d6ed23e4,58,Feminino,Casado,Nao,Nao,3,Bioinformatica,3,Diretor(a) de Tecnologia,5,9,8,Outros,Nao,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),5,25611.3,2,1,Nao,1,Carro Proprio,Presencial,1,3,1,3,4,3,Sim,3,Sim,3,611.2999999999993,Nao
8a529ae9-e9d5-4efd-bd18-b57859136759,29,Masculino,Solteiro,Nao,Nao,4,Curso Tecnico,2,Engenheiro(a) de Machine Learning,1,9,7,Sustentacao,Nao,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,3070.6,3,0,Nao,1,Carro Proprio,Remoto,2,3,1,2,3,0,Nao,1,Sim,4,-1929.4,Nao
f635ab4b-9188-4f95-bd06-67dd047fc99c,45,Feminino,Casado,Nao,Nao,2,Ciencia da Computacao,2,Diretor(a) de Operacoes,2,9,8,Outros,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,10630.8,2,3,Nao,25,Outro,Presencial,4,4,4,2,3,0,Nao,2,Sim,3,-2369.2000000000007,Nao
ec6577d5-fb1a-41af-9cd4-3d8c25963034,48,Feminino,Casado,Nao,Nao,5,Marketing,2,Executivo(a) de Contas,2,9,7,Outros,Sim,Raramente_Viaja,4,Vendas,7,4051.0,1,6,Nao,2,Transporte publico,Remoto,3,1,4,3,3,0,Nao,3,Nao,2,-1149.0,Nao
56ee1420-d32f-46a8-9abf-83f65e5349ae,28,Feminino,Divorciado,Nao,Sim,3,Bioinformatica,3,Diretor(a) de Operacoes,3,9,7,Outros,Nao,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,11482.5,1,1,Nao,3,Carro Proprio,Remoto,3,2,2,3,3,0,Nao,2,Nao,3,-4517.5,Nao
7e298da1-f4e9-431e-b03d-0e9deaa37c27,33,Feminino,Casado,Nao,Nao,2,Bioinformatica,6,Arquiteto(a) de Solucoes,2,9,7,Inovacao,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),1,6170.67,2,8,Nao,15,Carro Proprio,Remoto,4,1,4,3,3,0,Sim,3,Nao,4,-2829.33,Nao
c99adff4-cb8f-4ca7-8cc7-daae5406df25,33,Feminino,Casado,Nao,Nao,2,Ciencia da Computacao,3,Analista de QA,1,9,7,Sustentacao,Nao,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,3248.4,2,1,Nao,2,Transporte publico,Remoto,2,1,1,3,4,0,Nao,4,Nao,3,48.40000000000009,Nao
38dd37ef-88d0-42ca-8da2-890ebf3157eb,34,Masculino,Solteiro,Nao,Nao,3,Ciencia da Computacao,3,Analista de QA,2,9,7,Sustentacao,Nao,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),6,7288.8,4,0,Nao,7,Carro Proprio,Presencial,3,4,3,1,4,0,Sim,3,Sim,3,2288.8,Nao
fe6ac35a-f77a-42ed-8696-58a272957b6f,36,Feminino,Casado,Nao,Nao,3,Bioinformatica,2,Executivo(a) de Contas,3,9,7,Outros,Sim,Raramente_Viaja,4,Vendas,4,7644.0,3,3,Nao,3,Outro,Presencial,4,3,4,2,3,0,Nao,3,Nao,2,-356.0,Nao
fe1c5697-70b0-48c3-a727-46a66073a045,59,Masculino,Solteiro,Nao,Nao,4,Bioinformatica,6,Diretor(a) de Operacoes,3,9,7,Outros,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),4,15768.0,1,5,Nao,18,Carro Proprio,Remoto,3,4,4,3,3,1,Nao,2,Nao,3,-232.0,Nao
54c09551-3d00-4423-8ef9-0fc3fa3abdb8,27,Feminino,Casado,Nao,Nao,2,Ciencia da Computacao,3,Diretor(a) de Operacoes,3,9,7,Outros,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,11118.0,3,0,Nao,1,Transporte publico,Presencial,1,4,1,3,3,4,Nao,3,Nao,3,-4882.0,Nao
3055af12-3152-41a5-812b-a9a10cb4b29a,38,Feminino,Solteiro,Sim,Nao,4,Ciencia da Computacao,4,Arquiteto(a) de Solucoes,2,9,7,Inovacao,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,9645.62,4,1,Nao,1,Carro Proprio,Remoto,3,3,4,4,3,0,Nao,2,Sim,4,645.6200000000008,Nao
9b4416f8-87e2-46b6-a547-c493bfa5551a,30,Feminino,Casado,Sim,Sim,4,Outros ,3,Executivo(a) de Contas,3,9,8,Sustentacao,Sim,Nao_Viaja,2,Vendas,8,8412.0,4,7,Nao,22,Outro,Presencial,2,3,1,3,3,0,Nao,3,Sim,2,412.0,Nao
a8437a4d-819b-4335-87eb-ce4e30a81d89,52,Masculino,Divorciado,Nao,Nao,4,Ciencia da Computacao,3,SDR (Sales Development Representative),1,9,8,Inovacao,Sim,Nao_Viaja,4,Vendas,0,4178.4,2,0,Nao,29,Outro,Remoto,4,2,4,3,3,0,Nao,2,Nao,2,1178.3999999999996,Nao
63b32411-addd-4107-8c56-bd96c38d9918,35,Feminino,Solteiro,Nao,Nao,4,Ciencia da Computacao,2,Analista de RH,3,9,0,Sustentacao,Sim,Raramente_Viaja,3,Recursos Humanos,7,7069.6,2,1,Nao,26,Carro Proprio,Presencial,3,3,4,3,3,2,Sim,3,Sim,1,69.60000000000036,Nao
9a166a2b-9ada-4faf-a9eb-49247d9300fc,52,Feminino,Casado,Nao,Nao,4,Bioinformatica,3,Diretor(a) de Operacoes,4,9,8,Inovacao,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,20739.0,3,0,Nao,25,Transporte publico,Remoto,4,3,4,2,4,0,Nao,3,Nao,3,739.0,Nao
d09f5153-25ce-4bee-b017-b96ef0757dd3,36,Feminino,Casado,Nao,Nao,3,Outros ,2,Diretor(a) de Operacoes,2,9,7,Outros,Nao,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),5,9410.4,2,0,Nao,1,Carro Proprio,Presencial,2,1,2,3,3,1,Nao,3,Nao,3,-3589.6000000000004,Nao
64e31fd4-10f1-4cbc-b673-6229afa8afdb,33,Masculino,Divorciado,Nao,Nao,2,Ciencia da Computacao,2,Arquiteto(a) de Solucoes,2,9,7,Inovacao,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,7549.52,1,2,Nao,7,Outro,Remoto,3,3,3,3,4,2,Nao,3,Nao,4,-1450.4799999999996,Nao
25669354-d924-452b-a4f7-854ded38432d,42,Masculino,Casado,Nao,Nao,3,Ciencia da Computacao,3,Diretor(a) de Operacoes,2,9,8,Outros,Nao,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,7981.2,3,7,Nao,29,Transporte publico,Remoto,2,4,2,3,3,0,Nao,2,Sim,3,-5018.8,Nao
6c761e6c-cd80-4de5-9b93-601b28a00082,36,Feminino,Casado,Nao,Sim,3,Ciencia da Computacao,2,Diretor(a) de Tecnologia,3,8,7,Outros,Sim,Nao_Viaja,2,Pesquisa e Desenvolvimento (P&D),5,15226.9,4,0,Nao,8,Outro,Remoto,2,1,1,4,3,4,Nao,3,Nao,3,226.89999999999964,Nao
78b1824b-2819-4fc8-a00e-7864ba66b723,30,Masculino,Divorciado,Nao,Nao,5,Marketing,2,Executivo(a) de Contas,2,8,7,Outros,Sim,Raramente_Viaja,3,Vendas,7,5304.0,3,7,Nao,27,Transporte publico,Presencial,3,4,4,3,4,3,Nao,2,Nao,2,104.0,Nao
874e9be0-a924-4c1a-bda7-b31a3e6e14ff,30,Masculino,Divorciado,Sim,Nao,2,Outros ,2,Executivo(a) de Contas,3,8,4,Outros,Sim,Raramente_Viaja,2,Vendas,7,7264.0,1,7,Nao,8,Transporte publico,Remoto,2,1,3,3,3,0,Nao,4,Nao,2,-736.0,Nao
01fafe21-e4c9-4c79-b009-4a4723176536,36,Masculino,Solteiro,Nao,Nao,2,Bioinformatica,3,Analista de QA,1,8,7,Inovacao,Nao,Frequentemente_Viaja,1,Pesquisa e Desenvolvimento (P&D),2,2505.6,2,7,Nao,3,Carro Proprio,Remoto,2,3,2,3,3,4,Nao,2,Sim,3,-694.4000000000001,Nao
5dddd849-83f1-44ab-a735-d4b59f5be91c,32,Feminino,Solteiro,Nao,Nao,4,Bioinformatica,2,Analista de QA,1,8,7,Sustentacao,Sim,Nao_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,4830.0,3,7,Nao,29,Carro Proprio,Presencial,3,2,3,3,3,0,Nao,3,Nao,3,1630.0,Nao
f12ea05a-7b31-4dcd-bfe4-b6ab2f77cfa5,38,Feminino,Divorciado,Nao,Nao,2,Bioinformatica,3,Executivo(a) de Contas,2,8,0,Outros,Nao,Raramente_Viaja,1,Vendas,7,5605.0,4,7,Nao,7,Transporte publico,Remoto,2,3,1,4,4,2,Sim,3,Nao,2,405.0,Nao
e6cc3084-8c91-489d-a7ca-325ccf2fa114,28,Feminino,Casado,Nao,Nao,4,Marketing,2,Executivo(a) de Contas,2,8,7,Outros,Sim,Raramente_Viaja,2,Vendas,5,4779.0,1,7,Nao,2,Outro,Presencial,1,1,2,3,4,2,Sim,3,Nao,2,-421.0,Nao
6a23ee03-1a57-4ddd-836e-09c3bc9b3bc2,41,Feminino,Solteiro,Nao,Nao,4,Outros ,3,Arquiteto(a) de Solucoes,2,8,7,Inovacao,Sim,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,8615.92,3,0,Nao,2,Transporte publico,Presencial,4,1,3,2,3,2,Sim,3,Sim,4,-384.0799999999999,Nao
54a07957-e9db-4d9a-9016-a08cc640fb90,45,Masculino,Solteiro,Nao,Nao,2,Curso Tecnico,3,SDR (Sales Development Representative),2,8,7,Outros,Nao,Raramente_Viaja,4,Vendas,1,7958.4,1,3,Nao,2,Carro Proprio,Presencial,3,1,3,1,3,0,Nao,3,Sim,2,2958.3999999999996,Nao
0c5623c6-8a90-46b5-a99c-699010943b32,29,Feminino,Casado,Nao,Nao,3,Bioinformatica,3,Arquiteto(a) de Solucoes,2,8,7,Sustentacao,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),1,5483.78,1,1,Nao,27,Carro Proprio,Remoto,4,1,3,3,3,3,Nao,2,Nao,4,-3516.2200000000003,Nao
faed1cea-8a7e-4623-801c-c861192a5e7c,46,Feminino,Casado,Nao,Sim,3,Ciencia da Computacao,2,Executivo(a) de Contas,3,8,7,Outros,Nao,Raramente_Viaja,2,Vendas,7,7314.0,3,0,Nao,10,Carro Proprio,Presencial,2,3,2,3,4,3,Nao,3,Nao,2,-686.0,Nao
e4804a27-8651-4781-bf89-ddf320846cab,36,Masculino,Solteiro,Nao,Nao,3,Curso Tecnico,2,Engenheiro(a) de Machine Learning,2,8,0,Inovacao,Nao,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,5830.5,2,7,Nao,3,Outro,Remoto,3,4,2,3,3,0,Nao,3,Sim,4,-3169.5,Nao
aee6e4d5-5b30-4500-9f01-138fe7c172ef,28,Masculino,Solteiro,Nao,Nao,2,Bioinformatica,2,Arquiteto(a) de Solucoes,2,8,3,Sustentacao,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,7161.16,3,0,Nao,16,Outro,Remoto,1,3,1,4,3,1,Nao,3,Nao,4,-1838.8400000000001,Nao
245e59fc-54f4-4c15-afaa-d57a2d75c7fe,31,Masculino,Casado,Nao,Nao,3,Curso Tecnico,3,Executivo(a) de Contas,2,8,7,Outros,Sim,Raramente_Viaja,3,Vendas,7,6929.0,1,7,Nao,7,Outro,Presencial,4,2,4,4,3,2,Nao,2,Nao,2,1729.0,Nao
56b2777d-98c4-43a8-8cbf-14a57ee60516,43,Feminino,Solteiro,Nao,Nao,4,Ciencia da Computacao,5,Analista de QA,1,8,7,Sustentacao,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,2946.0,4,1,Nao,10,Carro Proprio,Remoto,3,1,4,3,3,0,Nao,3,Sim,3,-254.0,Nao
7c5e5132-e7c9-4b78-badc-43acda97a33e,39,Masculino,Solteiro,Nao,Nao,2,Ciencia da Computacao,6,Diretor(a) de Operacoes,2,8,7,Outros,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,8161.2,3,1,Nao,18,Outro,Presencial,2,1,3,3,3,0,Nao,3,Sim,3,-4838.8,Nao
483a41f7-e016-486c-8c7e-12a073592e6d,34,Masculino,Casado,Nao,Nao,3,Bioinformatica,1,Analista de QA,2,8,7,Inovacao,Nao,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,6514.8,1,7,Nao,29,Transporte publico,Remoto,3,1,3,3,3,4,Nao,3,Nao,3,1514.8000000000002,Nao
1bc76851-3b25-4ec8-8725-c302d03ab681,50,Masculino,Casado,Nao,Nao,4,Bioinformatica,2,Diretor(a) de Tecnologia,5,8,1,Outros,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,25008.1,2,7,Nao,2,Outro,Presencial,3,4,3,3,3,2,Sim,2,Nao,3,8.099999999998545,Nao
80139dad-2ad1-404e-a2e4-9620799c724a,37,Feminino,Casado,Nao,Nao,3,Bioinformatica,2,Engenheiro(a) de Machine Learning,1,8,4,Sustentacao,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,5116.8,4,7,Nao,10,Carro Proprio,Remoto,2,1,2,3,3,4,Nao,1,Nao,4,116.80000000000018,Nao
7b917e3f-6d06-4211-bff8-e7d94dd2e017,26,Feminino,Casado,Nao,Nao,2,Bioinformatica,2,Engenheiro(a) de Machine Learning,1,8,7,Sustentacao,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,3075.8,3,1,Nao,5,Carro Proprio,Presencial,2,1,3,2,3,0,Sim,3,Sim,4,-1924.1999999999998,Nao
