id,idade,genero,estado_civil,portador_necessidades_especiais,possui_crianca_menor_que4anos,grau_escolaridade,area_formacao,treinamento_ultimo_ano,cargo,nivel_cargo,anos_empresa,anos_cargo_atual,tipo_projeto,horario_flexivel,viagem_negocios,oportunidade_usar_plenamente_habilidades_trabalho,departamento,anos_atual_gestor,salario,percepcao_valor_beneficios,anos_desde_ultima_promocao,distancia_casa,tipo_transporte,modalidade_trabalho,satisfacao_gestor,satisfacao_relacionamento_colegas,satisfacao_trabalho,nivel_envolvimento_trabalho,avaliacao_desempenho,absenteismo,hora_extra,equilibrio_entre_vida_profissional_pessoal,demitido,demanda_oferta_vagas_mercado_para_cargo,diferenca_salarial_com_mercado_para_mesmo_cargo_nivel_experiencia
ad3f3812-9741-4f2b-8835-1acf431926fb,59,Masculino,Solteiro,Nao,Nao,Mestrado,Bioinformatica,6,Diretor(a) de Operacoes,Senior,9,7,Outros,Sim,Raramente_Viaja,Completamente,Pesquisa e Desenvolvimento (P&D),4,15768.0,Baixo,5,18,Carro Proprio,Remoto,Alto,Muito Alto,Muito Alto,Alto,Excelente,1,Nao,Bom,Nao,Alto,-232.0
0d69100a-8068-4164-a9de-774f2ea440f1,27,Feminino,Casado,Nao,Nao,Ensino superior,Ciencia da Computacao,3,Diretor(a) de Operacoes,Senior,9,7,Outros,Sim,Raramente_Viaja,Razoavelmente,Pesquisa e Desenvolvimento (P&D),7,11118.0,Alto,0,1,Transporte publico,Presencial,Baixo,Muito Alto,Baixo,Alto,Excelente,4,Nao,Melhor,Nao,Alto,-4882.0
6d5bdb3e-42e8-499c-a692-cb50a5fb62c1,38,Feminino,Solteiro,Sim,Nao,Mestrado,Ciencia da Computacao,4,Arquiteto(a) de Solucoes,Pleno,9,7,Inovacao,Sim,Raramente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),8,9645.62,Muito Alto,1,1,Carro Proprio,Remoto,Alto,Alto,Muito Alto,Muito Alto,Excelente,0,Nao,Bom,Sim,Muito Alto,645.6200000000008
0a3287b2-7abb-4fb3-99b9-9fd4abcf6e85,30,Feminino,Casado,Sim,Sim,Mestrado,Outros ,3,Executivo(a) de Contas,Senior,9,8,Sustentacao,Sim,Nao_Viaja,Razoavelmente,Vendas,8,8412.0,Muito Alto,7,22,Outro,Presencial,Medio,Alto,Baixo,Alto,Excelente,0,Nao,Melhor,Sim,Medio,412.0
9fcd2095-a9e4-45c8-9ec1-1d17d27e426c,52,Masculino,Divorciado,Nao,Nao,Mestrado,Ciencia da Computacao,3,SDR (Sales Development Representative),Junior,9,8,Inovacao,Sim,Nao_Viaja,Completamente,Vendas,0,4178.4,Medio,0,29,Outro,Remoto,Muito Alto,Medio,Muito Alto,Alto,Excelente,0,Nao,Bom,Nao,Medio,1178.3999999999996
5ef18658-333e-4f71-a797-432102855aaf,35,Feminino,Solteiro,Nao,Nao,Mestrado,Ciencia da Computacao,2,Analista de RH,Senior,9,0,Sustentacao,Sim,Raramente_Viaja,Consideravelmente,Recursos Humanos,7,7069.6,Medio,1,26,Carro Proprio,Presencial,Alto,Alto,Muito Alto,Alto,Excelente,2,Sim,Melhor,Sim,Baixo,69.60000000000036
26576d2f-3e10-4cb3-a392-d6333f1da48d,52,Feminino,Casado,Nao,Nao,Mestrado,Bioinformatica,3,Diretor(a) de Operacoes,Gerente,9,8,Inovacao,Sim,Frequentemente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),0,20739.0,Alto,0,25,Transporte publico,Remoto,Muito Alto,Alto,Muito Alto,Medio,Extraordinario,0,Nao,Melhor,Nao,Alto,739.0
54f7472f-c761-4917-88fa-fe220262d2b8,36,Feminino,Casado,Nao,Nao,Especializacao,Outros ,2,Diretor(a) de Operacoes,Pleno,9,7,Outros,Nao,Raramente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),5,9410.4,Medio,0,1,Carro Proprio,Presencial,Medio,Baixo,Medio,Alto,Excelente,1,Nao,Melhor,Nao,Alto,-3589.6000000000004
8e3d4b36-173c-41ea-9434-b1b7a38afe8d,33,Masculino,Divorciado,Nao,Nao,Ensino superior,Ciencia da Computacao,2,Arquiteto(a) de Solucoes,Pleno,9,7,Inovacao,Sim,Frequentemente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),8,7549.52,Baixo,2,7,Outro,Remoto,Alto,Alto,Alto,Alto,Extraordinario,2,Nao,Melhor,Nao,Muito Alto,-1450.4799999999996
38be46b1-86c9-47dd-9c77-d0d36fdca5df,42,Masculino,Casado,Nao,Nao,Especializacao,Ciencia da Computacao,3,Diretor(a) de Operacoes,Pleno,9,8,Outros,Nao,Raramente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),8,7981.2,Alto,7,29,Transporte publico,Remoto,Medio,Muito Alto,Medio,Alto,Excelente,0,Nao,Bom,Sim,Alto,-5018.8
7d26e70c-316e-45d2-98e9-b0c63d111378,36,Feminino,Casado,Nao,Sim,Especializacao,Ciencia da Computacao,2,Diretor(a) de Tecnologia,Senior,8,7,Outros,Sim,Nao_Viaja,Razoavelmente,Pesquisa e Desenvolvimento (P&D),5,15226.9,Muito Alto,0,8,Outro,Remoto,Medio,Baixo,Baixo,Muito Alto,Excelente,4,Nao,Melhor,Nao,Alto,226.89999999999964
daf95704-247a-42cb-9494-8948a1a9f103,30,Masculino,Divorciado,Nao,Nao,Doutorado,Marketing,2,Executivo(a) de Contas,Pleno,8,7,Outros,Sim,Raramente_Viaja,Consideravelmente,Vendas,7,5304.0,Alto,7,27,Transporte publico,Presencial,Alto,Muito Alto,Muito Alto,Alto,Extraordinario,3,Nao,Bom,Nao,Medio,104.0
d8089378-fa4e-4078-8002-42aa2abb46bb,30,Masculino,Divorciado,Sim,Nao,Ensino superior,Outros ,2,Executivo(a) de Contas,Senior,8,4,Outros,Sim,Raramente_Viaja,Razoavelmente,Vendas,7,7264.0,Baixo,7,8,Transporte publico,Remoto,Medio,Baixo,Alto,Alto,Excelente,0,Nao,Otimo,Nao,Medio,-736.0
d83d6473-6acb-4753-b050-b40da2a64910,36,Masculino,Solteiro,Nao,Nao,Ensino superior,Bioinformatica,3,Analista de QA,Junior,8,7,Inovacao,Nao,Frequentemente_Viaja,Pouco,Pesquisa e Desenvolvimento (P&D),2,2505.6,Medio,7,3,Carro Proprio,Remoto,Medio,Alto,Medio,Alto,Excelente,4,Nao,Bom,Sim,Alto,-694.4000000000001
8d5b1cd7-37fe-4d54-9bdf-c0bc4fa6dc67,32,Feminino,Solteiro,Nao,Nao,Mestrado,Bioinformatica,2,Analista de QA,Junior,8,7,Sustentacao,Sim,Nao_Viaja,Completamente,Pesquisa e Desenvolvimento (P&D),7,4830.0,Alto,7,29,Carro Proprio,Presencial,Alto,Medio,Alto,Alto,Excelente,0,Nao,Melhor,Nao,Alto,1630.0
c2e61492-c076-42b0-b391-defcd4335c85,38,Feminino,Divorciado,Nao,Nao,Ensino superior,Bioinformatica,3,Executivo(a) de Contas,Pleno,8,0,Outros,Nao,Raramente_Viaja,Pouco,Vendas,7,5605.0,Muito Alto,7,7,Transporte publico,Remoto,Medio,Alto,Baixo,Muito Alto,Extraordinario,2,Sim,Melhor,Nao,Medio,405.0
c2d43a38-ff50-4778-aac4-222b3cb433cf,28,Feminino,Casado,Nao,Nao,Mestrado,Marketing,2,Executivo(a) de Contas,Pleno,8,7,Outros,Sim,Raramente_Viaja,Razoavelmente,Vendas,5,4779.0,Baixo,7,2,Outro,Presencial,Baixo,Baixo,Medio,Alto,Extraordinario,2,Sim,Melhor,Nao,Medio,-421.0
3b6d719a-07bc-4e9c-a952-412dba80ac51,41,Feminino,Solteiro,Nao,Nao,Mestrado,Outros ,3,Arquiteto(a) de Solucoes,Pleno,8,7,Inovacao,Sim,Nao_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),7,8615.92,Alto,0,2,Transporte publico,Presencial,Muito Alto,Baixo,Alto,Medio,Excelente,2,Sim,Melhor,Sim,Muito Alto,-384.0799999999999
2a66da47-176e-4ba0-b792-76b3ecfd6bb4,45,Masculino,Solteiro,Nao,Nao,Ensino superior,Curso Tecnico,3,SDR (Sales Development Representative),Pleno,8,7,Outros,Nao,Raramente_Viaja,Completamente,Vendas,1,7958.4,Baixo,3,2,Carro Proprio,Presencial,Alto,Baixo,Alto,Baixo,Excelente,0,Nao,Melhor,Sim,Medio,2958.4
bcf58b00-6d14-44fe-808d-8447edb45d43,29,Feminino,Casado,Nao,Nao,Especializacao,Bioinformatica,3,Arquiteto(a) de Solucoes,Pleno,8,7,Sustentacao,Sim,Raramente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),1,5483.78,Baixo,1,27,Carro Proprio,Remoto,Muito Alto,Baixo,Alto,Alto,Excelente,3,Nao,Bom,Nao,Muito Alto,-3516.2200000000003
356bea29-df10-4f3d-b7ba-dbc68fbc233e,46,Feminino,Casado,Nao,Sim,Especializacao,Ciencia da Computacao,2,Executivo(a) de Contas,Senior,8,7,Outros,Nao,Raramente_Viaja,Razoavelmente,Vendas,7,7314.0,Alto,0,10,Carro Proprio,Presencial,Medio,Alto,Medio,Alto,Extraordinario,3,Nao,Melhor,Nao,Medio,-686.0
0a7dd7db-7c24-47c2-b0b6-75ddf1c8067f,36,Masculino,Solteiro,Nao,Nao,Especializacao,Curso Tecnico,2,Engenheiro(a) de Machine Learning,Pleno,8,0,Inovacao,Nao,Raramente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),7,5830.5,Medio,7,3,Outro,Remoto,Alto,Muito Alto,Medio,Alto,Excelente,0,Nao,Melhor,Sim,Muito Alto,-3169.5
3cedf066-ba2b-4c1c-871f-43dcad4cf4ac,28,Masculino,Solteiro,Nao,Nao,Ensino superior,Bioinformatica,2,Arquiteto(a) de Solucoes,Pleno,8,3,Sustentacao,Sim,Raramente_Viaja,Pouco,Pesquisa e Desenvolvimento (P&D),7,7161.16,Alto,0,16,Outro,Remoto,Baixo,Alto,Baixo,Muito Alto,Excelente,1,Nao,Melhor,Nao,Muito Alto,-1838.84
d5986592-3fb4-4316-807f-4194d9955d6f,31,Masculino,Casado,Nao,Nao,Especializacao,Curso Tecnico,3,Executivo(a) de Contas,Pleno,8,7,Outros,Sim,Raramente_Viaja,Consideravelmente,Vendas,7,6929.0,Baixo,7,7,Outro,Presencial,Muito Alto,Medio,Muito Alto,Muito Alto,Excelente,2,Nao,Bom,Nao,Medio,1729.0
3e4d94d4-7d87-4077-8857-91bcfa446f9e,43,Feminino,Solteiro,Nao,Nao,Mestrado,Ciencia da Computacao,5,Analista de QA,Junior,8,7,Sustentacao,Sim,Frequentemente_Viaja,Completamente,Pesquisa e Desenvolvimento (P&D),7,2946.0,Muito Alto,1,10,Carro Proprio,Remoto,Alto,Baixo,Muito Alto,Alto,Excelente,0,Nao,Melhor,Sim,Alto,-254.0
fdc757fb-977a-4c23-9017-4728c2d973e4,39,Masculino,Solteiro,Nao,Nao,Ensino superior,Ciencia da Computacao,6,Diretor(a) de Operacoes,Pleno,8,7,Outros,Sim,Raramente_Viaja,Completamente,Pesquisa e Desenvolvimento (P&D),7,8161.2,Alto,1,18,Outro,Presencial,Medio,Baixo,Alto,Alto,Excelente,0,Nao,Melhor,Sim,Alto,-4838.8
09a83235-316e-460d-89c5-4f0630863c14,34,Masculino,Casado,Nao,Nao,Especializacao,Bioinformatica,1,Analista de QA,Pleno,8,7,Inovacao,Nao,Raramente_Viaja,Razoavelmente,Pesquisa e Desenvolvimento (P&D),7,6514.8,Baixo,7,29,Transporte publico,Remoto,Alto,Baixo,Alto,Alto,Excelente,4,Nao,Melhor,Nao,Alto,1514.8000000000002
f998534b-25dd-4bc4-a2b2-3f324ca9aeaf,50,Masculino,Casado,Nao,Nao,Mestrado,Bioinformatica,2,Diretor(a) de Tecnologia,Diretor,8,1,Outros,Sim,Raramente_Viaja,Completamente,Pesquisa e Desenvolvimento (P&D),7,25008.1,Medio,7,2,Outro,Presencial,Alto,Muito Alto,Alto,Alto,Excelente,2,Sim,Bom,Nao,Alto,8.099999999998545
9e077d92-7426-4c3d-b87a-784be08dbcca,37,Feminino,Casado,Nao,Nao,Especializacao,Bioinformatica,2,Engenheiro(a) de Machine Learning,Junior,8,4,Sustentacao,Sim,Raramente_Viaja,Razoavelmente,Pesquisa e Desenvolvimento (P&D),7,5116.8,Muito Alto,7,10,Carro Proprio,Remoto,Medio,Baixo,Medio,Alto,Excelente,4,Nao,Ruim,Nao,Muito Alto,116.80000000000018
b25f13c5-6050-4880-ba36-c8a1e67824bf,26,Feminino,Casado,Nao,Nao,Ensino superior,Bioinformatica,2,Engenheiro(a) de Machine Learning,Junior,8,7,Sustentacao,Sim,Frequentemente_Viaja,Completamente,Pesquisa e Desenvolvimento (P&D),7,3075.8,Alto,1,5,Carro Proprio,Presencial,Medio,Baixo,Alto,Medio,Excelente,0,Sim,Melhor,Sim,Muito Alto,-1924.2
faa6ae29-e08a-4965-8fe0-76d24de3a0e5,49,Masculino,Divorciado,Nao,Nao,Mestrado,Ciencia da Computacao,3,Arquiteto(a) de Solucoes,Senior,8,7,Inovacao,Nao,Raramente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),7,10466.0,Medio,0,7,Carro Proprio,Remoto,Baixo,Medio,Medio,Alto,Excelente,0,Nao,Melhor,Nao,Muito Alto,-1534.0
48bda213-607f-4cc1-9fd5-3a5c9a660f94,55,Masculino,Casado,Nao,Nao,Mestrado,Bioinformatica,3,Arquiteto(a) de Solucoes,Pleno,8,7,Sustentacao,Sim,Frequentemente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),7,8077.02,Muito Alto,6,18,Outro,Remoto,Medio,Muito Alto,Medio,Alto,Excelente,1,Sim,Melhor,Nao,Muito Alto,-922.9799999999996
4ca30677-9f7a-4f69-9534-b32aa260d830,44,Feminino,Casado,Nao,Nao,Especializacao,Ciencia da Computacao,2,Arquiteto(a) de Solucoes,Senior,8,7,Inovacao,Sim,Raramente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),7,7879.0,Alto,6,2,Outro,Remoto,Alto,Medio,Muito Alto,Muito Alto,Excelente,0,Sim,Melhor,Nao,Muito Alto,-4121.0
7be8bc0c-fa86-4057-8775-d47dc5a251fc,34,Feminino,Solteiro,Nao,Nao,Especializacao,Bioinformatica,3,Arquiteto(a) de Solucoes,Senior,8,7,Inovacao,Sim,Raramente_Viaja,Pouco,Pesquisa e Desenvolvimento (P&D),7,8621.0,Medio,7,9,Outro,Remoto,Alto,Medio,Medio,Medio,Excelente,0,Nao,Otimo,Nao,Muito Alto,-3379.0
09c8c70b-1120-4754-bacf-2d75cf559359,28,Masculino,Casado,Nao,Nao,Ensino medio ou abaixo,Ciencia da Computacao,2,Diretor(a) de Operacoes,Pleno,8,6,Outros,Sim,Raramente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),7,11788.2,Muito Alto,1,29,Outro,Remoto,Baixo,Medio,Medio,Baixo,Excelente,1,Nao,Bom,Nao,Alto,-1211.7999999999993
f17b15b9-4f9c-405d-bea9-7eb3fdcef2e8,38,Masculino,Casado,Nao,Nao,Ensino superior,Ciencia da Computacao,0,Executivo(a) de Contas,Pleno,8,7,Outros,Sim,Nao_Viaja,Completamente,Vendas,5,5249.0,Medio,7,2,Transporte publico,Remoto,Alto,Muito Alto,Muito Alto,Medio,Excelente,3,Nao,Melhor,Nao,Medio,49.0
768f5569-b2ec-4d7a-b236-50a5a21cd199,38,Feminino,Solteiro,Nao,Nao,Mestrado,Ciencia da Computacao,2,Executivo(a) de Contas,Pleno,8,3,Outros,Sim,Raramente_Viaja,Completamente,Vendas,7,8686.0,Medio,0,1,Transporte publico,Presencial,Alto,Alto,Muito Alto,Medio,Extraordinario,0,Nao,Otimo,Sim,Medio,3486.0
d8be3e94-238b-47f3-887a-a9c29e4d2d10,32,Masculino,Divorciado,Nao,Nao,Ensino superior,Bioinformatica,2,Executivo(a) de Contas,Pleno,8,7,Outros,Sim,Frequentemente_Viaja,Consideravelmente,Vendas,7,4668.0,Baixo,0,9,Transporte publico,Presencial,Alto,Muito Alto,Muito Alto,Baixo,Excelente,0,Nao,Otimo,Sim,Medio,-532.0
37368c31-dda5-4bfe-aa2a-1b2383f20a61,26,Feminino,Casado,Nao,Nao,Ensino medio ou abaixo,Ciencia da Computacao,3,Analista de RH,Junior,8,7,Inovacao,Sim,Raramente_Viaja,Consideravelmente,Recursos Humanos,7,2942.0,Medio,5,25,Carro Proprio,Remoto,Alto,Muito Alto,Alto,Alto,Extraordinario,0,Nao,Melhor,Nao,Baixo,442.0
e96cbea8-52a3-4b52-9087-f76bb37329d2,39,Masculino,Solteiro,Nao,Nao,Doutorado,Ciencia da Computacao,3,Executivo(a) de Contas,Senior,8,7,Outros,Nao,Raramente_Viaja,Razoavelmente,Vendas,7,7880.0,Baixo,0,2,Transporte publico,Presencial,Alto,Muito Alto,Alto,Muito Alto,Excelente,4,Nao,Melhor,Nao,Medio,-120.0
905bb1d5-bd18-4f3e-a9d5-084f29af77b4,40,Masculino,Divorciado,Nao,Nao,Mestrado,Outros ,2,Analista de QA,Pleno,8,7,Sustentacao,Sim,Nao_Viaja,Completamente,Pesquisa e Desenvolvimento (P&D),7,4770.0,Muito Alto,0,9,Carro Proprio,Remoto,Muito Alto,Alto,Alto,Alto,Excelente,4,Nao,Otimo,Nao,Alto,-230.0
2dc09ceb-4166-44a1-9e66-e73cd6f8146e,33,Feminino,Casado,Nao,Nao,Especializacao,Bioinformatica,5,Engenheiro(a) de Machine Learning,Junior,8,7,Inovacao,Sim,Raramente_Viaja,Pouco,Pesquisa e Desenvolvimento (P&D),6,3582.8,Muito Alto,1,14,Transporte publico,Remoto,Medio,Muito Alto,Medio,Alto,Excelente,0,Nao,Melhor,Nao,Muito Alto,-1417.1999999999998
3b1e8517-3ba5-4a3c-a0e1-f9c08fac2ff2,46,Masculino,Divorciado,Nao,Nao,Ensino superior,Bioinformatica,3,Diretor(a) de Operacoes,Senior,8,7,Outros,Nao,Raramente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),7,16267.5,Medio,0,7,Carro Proprio,Remoto,Alto,Medio,Alto,Alto,Excelente,0,Nao,Melhor,Nao,Alto,267.5
025e9119-bb1f-42ff-962f-678ab47cdb19,49,Masculino,Solteiro,Sim,Sim,Especializacao,Ciencia da Computacao,2,Gerente de Projetos,Gerente,8,7,Sustentacao,Sim,Raramente_Viaja,Razoavelmente,Pesquisa e Desenvolvimento (P&D),0,15379.0,Medio,0,1,Outro,Presencial,Muito Alto,Baixo,Alto,Alto,Excelente,0,Nao,Melhor,Sim,Medio,379.0
fa5420dd-fce7-4230-a4e9-74643b459284,30,Feminino,Casado,Nao,Nao,Ensino superior,Ciencia da Computacao,4,Diretor(a) de Tecnologia,Senior,8,7,Outros,Sim,Raramente_Viaja,Razoavelmente,Pesquisa e Desenvolvimento (P&D),7,14840.8,Muito Alto,1,8,Transporte publico,Presencial,Medio,Alto,Baixo,Muito Alto,Excelente,1,Sim,Bom,Nao,Alto,-159.20000000000073
ac7307fc-ad62-4edc-8fc4-8399bffca982,36,Feminino,Solteiro,Nao,Nao,Ensino medio ou abaixo,Bioinformatica,2,Analista de QA,Junior,8,1,Inovacao,Sim,Frequentemente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),7,2583.6,Muito Alto,1,18,Carro Proprio,Remoto,Muito Alto,Baixo,Muito Alto,Alto,Excelente,4,Nao,Melhor,Nao,Alto,-616.4000000000001
b71e8be5-a525-4344-8da0-89bb8822acfd,50,Feminino,Casado,Nao,Nao,Especializacao,Ciencia da Computacao,1,Diretor(a) de Tecnologia,Diretor,8,3,Inovacao,Sim,Frequentemente_Viaja,Razoavelmente,Pesquisa e Desenvolvimento (P&D),7,23623.6,Baixo,0,1,Outro,Remoto,Medio,Baixo,Medio,Alto,Excelente,2,Sim,Bom,Nao,Alto,-1376.4000000000017
ce674c7f-b9d1-4d0a-9cdd-e7a8cc32effb,32,Feminino,Casado,Nao,Nao,Mestrado,Bioinformatica,2,Diretor(a) de Operacoes,Pleno,8,7,Outros,Sim,Raramente_Viaja,Razoavelmente,Pesquisa e Desenvolvimento (P&D),3,12105.0,Medio,6,3,Carro Proprio,Presencial,Medio,Alto,Baixo,Alto,Excelente,4,Nao,Otimo,Nao,Alto,-895.0
4cf25870-78ec-4442-84c7-54c454f6654e,26,Masculino,Casado,Nao,Nao,Ensino superior,Bioinformatica,2,Diretor(a) de Operacoes,Pleno,8,7,Outros,Sim,Raramente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),3,9849.6,Alto,1,2,Outro,Remoto,Alto,Medio,Muito Alto,Muito Alto,Excelente,3,Nao,Melhor,Nao,Alto,-3150.4
93a38f18-441f-4371-89df-28bfdf915b87,26,Masculino,Solteiro,Nao,Nao,Mestrado,Marketing,0,Executivo(a) de Contas,Pleno,8,7,Outros,Nao,Raramente_Viaja,Consideravelmente,Vendas,4,5828.0,Baixo,7,4,Carro Proprio,Presencial,Alto,Medio,Muito Alto,Medio,Excelente,0,Sim,Melhor,Nao,Medio,628.0
1aef7883-3fa6-43bc-a208-54b11b52c603,52,Masculino,Casado,Nao,Nao,Mestrado,Bioinformatica,3,Engenheiro(a) de Machine Learning,Pleno,8,2,Sustentacao,Sim,Raramente_Viaja,Pouco,Pesquisa e Desenvolvimento (P&D),7,6423.3,Medio,7,8,Outro,Remoto,Medio,Baixo,Medio,Medio,Excelente,3,Nao,Bom,Nao,Muito Alto,-2576.7
8c54d698-99ff-407e-b6d9-0a24b41142a4,41,Masculino,Solteiro,Nao,Nao,Especializacao,Marketing,5,Executivo(a) de Contas,Pleno,8,7,Outros,Sim,Frequentemente_Viaja,Pouco,Vendas,7,9355.0,Alto,7,4,Carro Proprio,Presencial,Baixo,Alto,Medio,Alto,Excelente,0,Nao,Melhor,Nao,Medio,4155.0
d4899855-ebf3-4719-87f8-4d3360393298,34,Feminino,Casado,Sim,Nao,Especializacao,Marketing,2,Executivo(a) de Contas,Pleno,8,7,Outros,Nao,Raramente_Viaja,Razoavelmente,Vendas,7,6712.0,Muito Alto,1,28,Transporte publico,Presencial,Alto,Muito Alto,Alto,Medio,Extraordinario,0,Nao,Melhor,Sim,Medio,1512.0
8d5838e4-e00b-4b9f-82ae-0181dab67f62,32,Feminino,Solteiro,Nao,Nao,Ensino superior,Ciencia da Computacao,2,Engenheiro(a) de Machine Learning,Pleno,8,7,Inovacao,Nao,Frequentemente_Viaja,Completamente,Pesquisa e Desenvolvimento (P&D),7,6497.4,Alto,0,2,Carro Proprio,Remoto,Muito Alto,Muito Alto,Alto,Alto,Excelente,0,Sim,Melhor,Sim,Muito Alto,-2502.6000000000004
1299344f-a143-4214-a4e4-5affb613fb6b,35,Masculino,Solteiro,Nao,Nao,Especializacao,Curso Tecnico,2,Executivo(a) de Contas,Senior,8,7,Outros,Nao,Raramente_Viaja,Razoavelmente,Vendas,7,9582.0,Medio,4,4,Outro,Presencial,Baixo,Baixo,Baixo,Alto,Extraordinario,0,Sim,Melhor,Nao,Medio,1582.0
37903717-e91f-42cb-8703-a5bceb6f2a74,37,Masculino,Casado,Nao,Nao,Especializacao,Ciencia da Computacao,3,Engenheiro(a) de Machine Learning,Junior,8,7,Inovacao,Sim,Raramente_Viaja,Pouco,Pesquisa e Desenvolvimento (P&D),7,4633.2,Muito Alto,1,21,Outro,Remoto,Medio,Baixo,Baixo,Muito Alto,Excelente,0,Sim,Bom,Nao,Muito Alto,-366.8000000000002
022cc178-fde7-4307-a8e0-2b8983589c7b,47,Masculino,Casado,Nao,Nao,Mestrado,Curso Tecnico,4,Engenheiro(a) de Machine Learning,Pleno,8,7,Inovacao,Sim,Nao_Viaja,Pouco,Pesquisa e Desenvolvimento (P&D),7,7107.1,Muito Alto,1,14,Carro Proprio,Remoto,Medio,Alto,Medio,Alto,Excelente,0,Nao,Otimo,Nao,Muito Alto,-1892.9
f0f47efe-df57-457d-a859-d87b44633a52,40,Feminino,Casado,Nao,Nao,Ensino superior,Bioinformatica,2,Arquiteto(a) de Solucoes,Pleno,8,7,Sustentacao,Sim,Frequentemente_Viaja,Razoavelmente,Pesquisa e Desenvolvimento (P&D),7,5368.66,Alto,3,2,Transporte publico,Remoto,Medio,Muito Alto,Medio,Muito Alto,Extraordinario,1,Nao,Melhor,Nao,Muito Alto,-3631.34
ee5c8f12-c130-4043-93ed-9be50da3e0bc,52,Masculino,Solteiro,Nao,Nao,Especializacao,Ciencia da Computacao,2,Executivo(a) de Contas,Senior,8,7,Outros,Sim,Raramente_Viaja,Consideravelmente,Vendas,7,8446.0,Medio,7,5,Carro Proprio,Remoto,Medio,Alto,Medio,Alto,Excelente,1,Sim,Bom,Nao,Medio,446.0
395bc9df-b7e2-4c22-8872-fbda1df07cec,35,Masculino,Casado,Nao,Nao,Especializacao,Ciencia da Computacao,2,Arquiteto(a) de Solucoes,Senior,8,7,Inovacao,Sim,Raramente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),0,7632.0,Baixo,0,16,Transporte publico,Remoto,Muito Alto,Alto,Alto,Alto,Excelente,4,Sim,Melhor,Sim,Muito Alto,-4368.0
04ad7397-0304-48cf-aead-a7d6ff253e20,29,Feminino,Solteiro,Nao,Nao,Ensino medio ou abaixo,Outros ,1,Arquiteto(a) de Solucoes,Senior,8,7,Sustentacao,Sim,Frequentemente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),7,7553.0,Muito Alto,7,14,Carro Proprio,Remoto,Muito Alto,Baixo,Muito Alto,Alto,Excelente,0,Sim,Melhor,Nao,Muito Alto,-4447.0
d138959e-e980-4f81-81cf-de995306c7de,48,Feminino,Divorciado,Nao,Nao,Mestrado,Ciencia da Computacao,2,Executivo(a) de Contas,Pleno,8,7,Outros,Sim,Raramente_Viaja,Completamente,Vendas,7,6439.0,Baixo,7,16,Carro Proprio,Remoto,Alto,Alto,Alto,Alto,Excelente,3,Nao,Melhor,Nao,Medio,1239.0
250c0333-1425-4216-923c-98dc79897cb6,39,Feminino,Casado,Nao,Nao,Especializacao,Recursos Humanos,3,Analista de RH,Pleno,8,3,Outros,Sim,Raramente_Viaja,Pouco,Recursos Humanos,6,6389.0,Alto,3,3,Carro Proprio,Remoto,Medio,Alto,Medio,Muito Alto,Excelente,2,Nao,Ruim,Nao,Baixo,1389.0
8c642a02-13dc-4d6a-abc8-c82a66625077,38,Masculino,Casado,Nao,Nao,Mestrado,Ciencia da Computacao,1,Diretor(a) de Operacoes,Pleno,8,3,Outros,Sim,Frequentemente_Viaja,Consideravelmente,Pesquisa e Desenvolvimento (P&D),7,9577.8,Baixo,7,6,Transporte publico,Presencial,Medio,Muito Alto,Alto,Medio,Excelente,0,Nao,Melhor,Sim,Alto,-3422.2000000000007
690dff2b-3851-47e0-a383-f70c3d6a8cfd,27,Feminino,Solteiro,Nao,Nao,Ensino superior,Bioinformatica,5,Executivo(a) de Contas,Pleno,8,7,Outros,Sim,Raramente_Viaja,Consideravelmente,Vendas,7,6500.0,Baixo,0,2,Outro,Remoto,Alto,Medio,Alto,Muito Alto,Excelente,0,Nao,Bom,Nao,Medio,1300.0
83df9044-dfa3-47f3-853a-608e94f3a118,27,Feminino,Solteiro,Nao,Nao,Mestrado,Ciencia da Computacao,2,Engenheiro(a) de Machine Learning,Junior,8,2,Inovacao,Nao,Raramente_Viaja,Completamente,Pesquisa e Desenvolvimento (P&D),7,3112.2,Baixo,7,17,Outro,Remoto,Medio,Muito Alto,Alto,Alto,Excelente,0,Sim,Melhor,Nao,Muito Alto,-1887.8
